kpct,IF_LOF,IF_SVM,LOF_SVM,ENS_IF,ENS_LOF,ENS_SVM,ENSW_ENS
0.5,0.02727693018955155,0.22087912087912087,0.008624602814344077,0.23719376391982183,0.054579971523493115,0.41348600508905853,0.36738461538461537
1.0,0.06465517241379311,0.3271641791044776,0.07938820101966497,0.12756784174486432,0.35548780487804876,0.3456416464891041,0.29545454545454547
2.0,0.07482170917442282,0.27979274611398963,0.19291655486986853,0.25116082735331363,0.5122448979591837,0.4751161247511613,0.3856942496493689
5.0,0.08704156479217603,0.4408866995073892,0.09609979784034318,0.5940054495912807,0.1840843720038351,0.576260370134014,0.6613108138405202
10.0,0.12531321977271,0.44009328539500536,0.08778625954198473,0.631380031556159,0.12582613760097236,0.6648567683954316,0.7227883907466967
