N,FitSec,InferSec
10000,0.3354518413543701,0.2011423110961914
50000,1.1004726886749268,0.9742934703826904
100000,2.0753238201141357,2.0545692443847656
200000,4.129194021224976,4.260678052902222
222308,4.625908613204956,5.018932104110718
